Label,Text
non_depressive,অসাধারণ অসাধারণ অভিনয় করেছেন ইয়াশ রোহানতটিনির অভিনয় ভাল ছিল। অসাধারণ ছিল প্রতিটি সংলাপ উইদাউট স্কিপ নাটক দেখলাম নাটকের রেশ অনেক দিন থেকে যাবে মনে
depressive,তদন্ত রিপোর্টে বের হয় যে গত ১৩ বছর ধরে খনি থেকে কয়লা চুরি হয়েছে : 
non_depressive,আচ্ছা আপনাদের কাছে কোন নিউজ নেই
depressive,এদেশের মানুষ বাস করে মানুষ যদি বাস করত তাহলে অবশ্যই বিচার হয়তো
non_depressive,বাঙালি তোদের ছেড়ে দেবে ভেবেছিস ? বাংলাপক্ষ জয়বাংলা 
depressive,ভার্চুয়ালে পরিচিতো প্রিয় আপুটাও আমার সাথে রাগ করে
non_depressive,আলহামদুলিল্লাহ একটাও নেইনি টিকা।
depressive,কাগজের নৌকা কেউ বানিয়েছে তা চুপ চাপ ভাসিয়েছে জ্বলে রেলগাড়ি ঝমাঝম কেউ বেশি কেউ কম নিজস্ব কথাটুকু বলে পাগলা ঘোড়া ছুটে ছুটে যায় দিনটা কাটে শুধু ব্যাস্ততায় ! 
non_depressive,দুই জনের জনকে চিনা আমি একমাত্র ভাগ্যবান
depressive,কান্না শুধু তাদের সহপাঠী পরিবার আত্মীয় স্বজনের নয় কান্না সারা দেশের অস্বস্তি
non_depressive,সিলেটে হাড্ডাহাড্ডি লড়াইয়ে বিজয়ী আ লীগের কামরান : 
depressive,হৃদয় থেকে বৃষ্টি নেমে আসে দুটি আঁখি বেয়ে পড়ে ফোটায় ফোঁটায়
non_depressive,অনেক উপকার হইল নিউজ জানলে জিবনে অনেকটা পিছিয়ে পরতাম
